event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
DJI196,2021-08-02,2021,2,Political violence; Demonstrations,Protests,Excessive force against protesters,Protesters (Djibouti),Afar Ethnic Group (Djibouti),Protesters,Police Forces of Djibouti (1999-),,State forces,State forces-Protesters,Civilian targeting,262,Eastern Africa,Djibouti,Tadjourah,Randa,,Randa,11.8469,42.6606,1,ARD Djibouti,National,"Around 2 August 2021 (as reported), the Djiboutian police opened fire on Afar demonstrators in Randa (Randa, Tadjourah) who were denouncing ethnic violence against Afars in the capital Djibouti. One person was injured.",0,crowd size=no report,1754409724
DJI198,2021-08-11,2021,1,Political violence,Battles,Armed clash,FRUD: Front for the Restoration of Unity and Democracy,Afar Ethnic Group (Djibouti),Rebel group,Military Forces of Djibouti (1999-) Gendarmerie,,State forces,State forces-Rebel group,,262,Eastern Africa,Djibouti,Tadjourah,Tadjourah,,Tadjourah,11.7853,42.8844,2,ARD Djibouti,National,"On 11 August 2021, FRUD militants attacked a gendarmerie brigade near Tadjourah (Tadjourah), injuring several gendarmes.",0,,1753970414
DJI197,2021-08-02,2021,2,Political violence; Demonstrations,Protests,Excessive force against protesters,Protesters (Djibouti),Afar Ethnic Group (Djibouti),Protesters,Police Forces of Djibouti (1999-),,State forces,State forces-Protesters,Civilian targeting,262,Eastern Africa,Djibouti,Tadjourah,Tadjourah,,Tadjourah,11.7853,42.8844,1,ARD Djibouti,National,"Around 2 August 2021 (as reported), the Djiboutian police opened fire on Afar demonstrators in Tadjourah (Tadjourah) who were denouncing ethnic violence against Afars in the capital Djibouti. Five people were injured.",0,crowd size=no report,1754409724
DJI195,2021-08-02,2021,1,Political violence,Battles,Armed clash,Issa Clan Militia (Djibouti),,Identity militia,Afar Ethnic Militia (Djibouti),,Identity militia,Identity militia-Identity militia,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Balbala,11.5619,43.1067,1,ARD Djibouti,National,"On 2 August 2021, for a second consecutive day, inter-communal violence erupted between Afar and Issa ethnic groups in PK12 and Warabley neighborhoods in Balbala (Djibouti, Djibouti). One house was set alight.",0,NA,1630983495
DJI199,2021-08-14,2021,1,Political violence,Battles,Armed clash,FRUD: Front for the Restoration of Unity and Democracy,Afar Ethnic Group (Djibouti),Rebel group,Police Forces of Djibouti (1999-),,State forces,State forces-Rebel group,,262,Eastern Africa,Djibouti,Tadjourah,Tadjourah,,Tadjourah,11.7853,42.8844,2,ARD Djibouti,National,"On 14 August 2021, FRUD militants attacked a military outpost in N'in lee in Assal situated in the region of Tadjourah (Tadjourah). No report on causalities.",0,,1753970414
DJI200,2021-08-19,2021,2,Political violence,Violence against civilians,Attack,Police Forces of Djibouti (1999-),,State forces,Civilians (Djibouti),Labor Group (Djibouti),Civilians,State forces-Civilians,Civilian targeting,262,Eastern Africa,Djibouti,Ali Sabieh,Ali Sabieh,,Ali Sabieh,11.1558,42.7125,1,ARD Djibouti,National,"Around 19 August 2021 (as reported), Djiboutian police assaulted a kat merchant in Ali Sabieh (Ali Sabieh). The trader was left in a state of a coma.",0,,1754409724
DJI133,2019-10-26,2019,2,Political violence,Violence against civilians,Attack,Police Forces of Djibouti (1999-),,State forces,Civilians (Djibouti),Journalists (Djibouti),Civilians,State forces-Civilians,Civilian targeting,262,Eastern Africa,Djibouti,Ali Sabieh,Ali Sabieh,,Goubetto,11.4239,43.0003,1,International Federation for Human Rights,Other,"Around 26 October 2019 (as reported), in Goubetto, journalist Osman Yonis Bogoreh, was reported to be tortured for 48 hours by the Djiboutian police before his release.",0,NA,1636381453
DJI13,2001-05-12,2001,1,Strategic developments,Strategic developments,Agreement,Military Forces of Djibouti (1999-),,State forces,FRUD: Front for the Restoration of Unity and Democracy,,Rebel group,State forces-Rebel group,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,The New Humanitarian,International,Agreement:The Djibouti government and the radical wing of the Front for the Restoration of Unity and Peace (FRUD) signed a peace agreement on Saturday which aims to put an end to the uneasy aftermath of the Afar insurgency in northern and south-western Djibouti,0,NA,1636413267
DJI201,2021-11-17,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Djibouti),Students (Djibouti),Protesters,,,,Protesters only,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,La Voix De Djibouti,National,"On 17 November 2021, fourth and fifth year cycle students from the Faculty of Engineering at the University of Djibouti (Djibouti) organized a protest and demanded the obtention of their scholarship, after the World Bank in Africa offered them the scholarship through centers of excellence.",0,crowd size=no report,1638225129
DJI66,2014-01-02,2014,1,Strategic developments,Strategic developments,Arrests,Police Forces of Djibouti (1999-),,State forces,Civilians (Djibouti),USN: Union for National Salvation,Civilians,State forces-Civilians,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,2,Sabahi,International,Djibouti security forces shut down opposition gathering (Union for National Salvation); 9 arrested; location not stated,0,,1639428825
DJI202,2022-01-18,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Djibouti),Health Workers (Djibouti),Protesters,,,,Protesters only,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,2,Radio Boukao,New media,"On 18 January 2022, paramedics organized a protest march (coded to Djibouti), and protested against the lack of payment of their bonuses.",0,crowd size=no report,1643040848
DJI65,2013-12-12,2013,1,Demonstrations,Protests,Peaceful protest,Protesters (Djibouti),Women (Djibouti); Journalists (Djibouti),Protesters,,,,Protesters only,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Balbala,11.5619,43.1067,1,Committee to Protect Journalists,Other,"Demonstration staged by women demanding land promised by government, journalist arrested for covering demonstration",0,NA,1646926112
DJI80,2014-07-12,2014,1,Strategic developments,Strategic developments,Agreement,SPLM-In Opposition: Sudan People's Liberation Movement-In Opposition,,Rebel group,Government of Djibouti (1999-),,State forces,State forces-Rebel group,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,Nyamilepedia,International,Agreement: Rebel leader Machar visits Djibouti to meet with President Ismail Omar Guelleh. Djibouti is one of the countries involved with the IGAD-led mediation talks aimed at resolving the South Sudan crisis.,0,,1648503536
DJI114,2017-10-27,2017,1,Political violence; Demonstrations,Protests,Excessive force against protesters,Protesters (Djibouti),,Protesters,Police Forces of Djibouti (1999-),,State forces,State forces-Protesters,Civilian targeting,262,Eastern Africa,Djibouti,Tadjourah,Tadjourah,,Tadjourah,11.7853,42.8844,1,CIVICUS,Other,"On 27 October 2017, peaceful protests occurred in Tadjourah, northern Djibouti, where a port is to be built. The protesters were demanding jobs. Several demonstrators were injured when the police used live ammo and teargas to disperse the protesters",0,NA,1649346694
DJI203,2022-03-23,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Djibouti),,Protesters,,,,Protesters only,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,Radio Boukao,New media,"On 23 March 2022, citizens demonstrated in Djibouti (Djibouti) to denounce the arrest of the budget ministry on corruption charges.",0,crowd size=no report,1649700013
DJI117,2018-12-21,2018,1,Strategic developments,Strategic developments,Arrests,Police Forces of Djibouti (1999-),,State forces,Al Qaeda,,Rebel group,State forces-Rebel group,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,AFP,International,"On 21 December 2018, in Djibouti, French djihadist Peter Cherif was arrested by Djibouti Forces.",0,NA,1650490645
DJI120,2017-10-08,2017,1,Demonstrations,Riots,Violent demonstration,Rioters (Djibouti),Issa Clan Group (Djibouti),Rioters,Military Forces of Djibouti (1999-),,State forces,State forces-Rioters,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Balbala,11.5619,43.1067,1,Djib Live (Djibouti); Alwihda (Chad),New media-International,"On 8 October 2017, early in the morning, Military forces' bulldozers entered Balbala and demolished buildings and houses. In reaction, inhabitants, mostly from Issa ethncity, threw rocks and Molotov cocktails at soldiers. Military forces allegedly shot at inhabitants, injuring 9. 100 people were arrested.",0,crowd size=no report,1651182364
DJI110,2017-01-14,2017,1,Political violence,Violence against civilians,Attack,Police Forces of Djibouti (1999-),,State forces,Civilians (Djibouti),USN: Union for National Salvation,Civilians,State forces-Civilians,Civilian targeting,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Balbala,11.5619,43.1067,1,US State Department,Other,"On 14 January 2017, authorities in Balbala reportedly arrested president of the Opposition Youth Movement and USN activist Zakaria Rirache Miguil during a meeting of opposition youth in his home. He was suspected of plotting to organise protests against President Guelleh's candidacy for a fourth mandate. He was allegedly tortured while detained",0,NA,1651182369
DJI122,2019-08-26,2019,1,Political violence,Violence against civilians,Attack,Military Forces of Djibouti (1999-),,State forces,Civilians (Djibouti),Pastoralists (Djibouti),Civilians,State forces-Civilians,Civilian targeting,262,Eastern Africa,Djibouti,Obock,Obock,,Medeho,11.9731,43.0261,1,ARD Djibouti,National,"On 26 August 2019, in Medeho, Mabla-Obock village, Military forces allegedly opened fire on herdsmen following the killing of a soldier's dog. No fatalities reported.",0,NA,1652899807
DJI119,2019-05-08,2019,1,Demonstrations,Riots,Violent demonstration,Rioters (Djibouti),Labor Group (Djibouti),Rioters,Police Forces of Djibouti (1999-),,State forces,State forces-Rioters,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Balbala,11.5619,43.1067,1,La Voix De Djibouti,National,"On 8 May 2019, in Balbalaa, in Djibouti's neighbourhood, workers of the Djibouti Agency of Roads (ADR) demonstrated to demand better working conditions. They reportedly burned tires. Rioters were arrested by police forces, and released later the same day.",0,crowd size=no report,1652899811
DJI206,2022-05-27,2022,1,Political violence,Violence against civilians,Attack,Police Forces of Djibouti (1999-),,State forces,Civilians (Djibouti),,Civilians,State forces-Civilians,Civilian targeting,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,ARD Djibouti,National,"On 27 May 2022, police beat a civilian to death in Djibouti (Djibouti, Djibouti). They also injured several individuals with bullets.",0,,1754409724
DJI205,2022-05-26,2022,1,Political violence,Violence against civilians,Attack,Police Forces of Djibouti (1999-),,State forces,Civilians (Djibouti),,Civilians,State forces-Civilians,Civilian targeting,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,ARD Djibouti,National,"On 26 May 2022, police fired live ammunition and tear gas canisters at civilians from Afar in different districts of Djibouti city (Djibouti, Djibouti).",0,,1754409724
DJI207,2022-06-13,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Djibouti),Labor Group (Djibouti),Protesters,,,,Protesters only,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,Huno Djibouti,New media,"On 13 June 2022, employees of the Radio Television Djibouti organized a protest at the Prime Minister's in Djibouti (Djibouti, Djibouti) and demanded to receive their salaries and bonuses.",0,crowd size=no report,1655827948
DJI118,2019-04-11,2019,1,Political violence,Violence against civilians,Attack,Military Forces of Djibouti (1999-),,State forces,Civilians (Djibouti),,Civilians,State forces-Civilians,Civilian targeting,262,Eastern Africa,Djibouti,Dikhil,Dikhil,,Dikhil,11.1045,42.3697,2,La Voix De Djibouti,National,"On the night of April 11-12, between Dikhil and As Eyla, a military patrol fighting smugglers shot at a bus, injuring two civilians.",0,NA,1658253392
DJI208,2022-10-06,2022,1,Political violence,Battles,Armed clash,FRUD: Front for the Restoration of Unity and Democracy,Afar Ethnic Group (Djibouti),Rebel group,Military Forces of Djibouti (1999-),,State forces,State forces-Rebel group,,262,Eastern Africa,Djibouti,Tadjourah,Balho,,Garabistan,11.9094,42.28,1,ADI,New media,"On 6 October 2022, overnight, an armed group affiliated to the Front for the Restoration of Unity and Democracy (FRUD) attacked Djibouti military forces in Garabistan village (Balho, Tadjourah), wounded 4 soldiers and killed 7 soldiers.",7,,1753970414
DJI26,2008-06-13,2008,1,Political violence,Violence against civilians,Attack,Military Forces of Djibouti (1999-),,State forces,Civilians (Eritrea),,Civilians,State forces-Civilians,Civilian targeting,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,3,Reuters,International,"On 13 June 2008, Military Forces of Djibouti (1999-) engaged in violence against civiliansaround Djibouti (Djibouti, Djibouti). There were 10 fatalities.",10,NA,1669071217
DJI101,2015-12-10,2015,1,Political violence,Violence against civilians,Attack,Police Forces of Djibouti (1999-),,State forces,Civilians (Djibouti),Government of Djibouti (1999-),Civilians,State forces-Civilians,Civilian targeting,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,2,CIVICUS,Other,"On 10 December 2015, Said Hussein Robleh, the secretary general of the Djiboutian Human Rights League (LDHH) and an opposition member of parliament, was insulted and publicly beaten by the Chief of Police while sitting in a cafe. He sustained serious injuries and was forced to seek medical assistance",0,NA,1670285723
DJI47,2011-03-11,2011,1,Demonstrations,Protests,Peaceful protest,Protesters (Djibouti),PND: National Democratic Party,Protesters,,,,Protesters only,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,Reuters,International,"Opposition parties call for a boycott of national elections, claiming the voting system is 'rigged'. Leaders of both groups were briefly detained by authorities.",0,NA,1670285723
DJI209,2022-12-27,2022,1,Demonstrations,Protests,Protest with intervention,Protesters (Djibouti),Teachers (Djibouti); Civilians (Djibouti); Journalists (Djibouti),Protesters,Police Forces of Djibouti (1999-),,State forces,State forces-Protesters,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,La Voix De Djibouti,National,"On 27 December 2022, teachers organized a protest in Djibouti (Djibouti, Djibouti) demanding for the payment of their salaries. Djibouti Police Forces intervened and arrested 1 journalist covering the event.",0,crowd size=no report,1753970414
DJI49,2011-04-08,2011,1,Demonstrations,Protests,Peaceful protest,Protesters (Djibouti),UAD: Union for Democratic Change,Protesters,,,,Protesters only,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,Africa Research Bulletin,Other,"Union for a Democratic Alternative Party candidates boycott voting in elections, believing the process is corrupt or rigged against them. The candidates also held rallies encouraging their supporters to do the same.",0,NA,1674523036
DJI45,2011-02-18,2011,1,Political violence; Demonstrations,Protests,Excessive force against protesters,Protesters (Djibouti),UMD: Union for Democratic Movements; UAD: Union for Democratic Change,Protesters,Police Forces of Djibouti (1999-),,State forces,State forces-Protesters,Civilian targeting,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,Africa Research Bulletin,Other,"The UAD and UMD political parties protest the regime and majority political party. Police violently disperse them. One police officer, one protester killed.",2,NA,1674523036
DJI43,2010-12-01,2010,1,Demonstrations,Protests,Peaceful protest,Protesters (Djibouti),UAD: Union for Democratic Change,Protesters,,,,Protesters only,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,Africa Research Bulletin,Other,The opposition Union for a Democratic Alternative holds a protest against President Guelleh's bid for a third term. Elections will be held April 2011.,0,NA,1674523036
DJI210,2023-02-05,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Djibouti),Labor Group (Djibouti),Protesters,,,,Protesters only,,262,Eastern Africa,Djibouti,Dikhil,As Eyla,,As Eyla,11.0036,42.1025,1,La Voix De Djibouti,National,"On 5 February 2023, young citizens organized a protest in As Eyla (As Eyla, Dikhil) and called for the respect of their socio-economic and political rights. They also called for decent lives, employment and the respect for fundamental freedoms.",0,crowd size=no report,1676310648
DJI211,2023-02-02,2023,1,Demonstrations,Protests,Protest with intervention,Protesters (Djibouti),Labor Group (Djibouti),Protesters,Police Forces of Djibouti (1999-),,State forces,State forces-Protesters,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,La Voix De Djibouti,National,"On 2 February 2023, young unemployed citizens organized a protest in the Arhiba neighborhood of Djibouti (Djibouti, Djibouti) and denounced the unemployment in the region. Djibouti Police Forces intervened and wounded several protesters.",0,crowd size=no report,1753970414
DJI212,2023-03-05,2023,1,Political violence,Riots,Mob violence,Rioters (Djibouti),Afar Ethnic Group (Djibouti),Rioters,Rioters (Djibouti),Somali Ethnic Group (Djibouti),Rioters,Rioters-Rioters,,262,Eastern Africa,Djibouti,Dikhil,As Eyla,,As Eyla,11.0036,42.1025,1,La Voix De Djibouti,National,"On 5 March 2023, Afar and Somali rioters clashed in Dikhil, Bakere and As Eyla (As Eyla, Dikhil) for unknown reasons, leading to 3 deaths and injured people. Fatalities split across three events, coded to 1.",1,crowd size=no report,1678726478
DJI213,2023-03-05,2023,1,Political violence,Riots,Mob violence,Rioters (Djibouti),Afar Ethnic Group (Djibouti),Rioters,Rioters (Djibouti),Somali Ethnic Group (Djibouti),Rioters,Rioters-Rioters,,262,Eastern Africa,Djibouti,Dikhil,As Eyla,,Bakere,10.9492,41.9461,1,La Voix De Djibouti,National,"On 5 March 2023, Afar and Somali rioters clashed in Dikhil, Bakere (As Eyla, Dikhil) and As Eyla for unknown reasons, leading to 3 deaths and injured people. Fatalities split across three events, coded to 1.",1,crowd size=no report,1678726478
DJI214,2023-03-05,2023,1,Political violence,Riots,Mob violence,Rioters (Djibouti),Afar Ethnic Group (Djibouti),Rioters,Rioters (Djibouti),Somali Ethnic Group (Djibouti),Rioters,Rioters-Rioters,,262,Eastern Africa,Djibouti,Dikhil,Dikhil,,Dikhil,11.1045,42.3697,1,La Voix De Djibouti,National,"On 5 March 2023, Afar and Somali rioters clashed in Dikhil (Dikhil, Dikhil), Bakere and As Eyla for unknown reasons, leading to 3 deaths and injured people. Fatalities split across three events, coded to 1.",1,crowd size=no report,1678726478
DJI107,2016-08-15,2016,1,Political violence,Battles,Government regains territory,Military Forces of Djibouti (1999-),,State forces,FRUD: Front for the Restoration of Unity and Democracy,,Rebel group,State forces-Rebel group,,262,Eastern Africa,Djibouti,Dikhil,Yoboki,,Yager,11.6731,42.0864,1,Ligue Djiboutienne des Droits Humains,Other,"Soldiers pushed away FRUD forces, including FRUD forces crossing from Ethiopia, on Yager mount in an attack on 15 August, leading to some injuries among soldiers.",0,NA,1678830920
DJI108,2016-08-16,2016,1,Political violence,Battles,Armed clash,Military Forces of Djibouti (1999-),,State forces,FRUD: Front for the Restoration of Unity and Democracy,,Rebel group,State forces-Rebel group,,262,Eastern Africa,Djibouti,Tadjourah,Dorra,,Margoita,12.4056,42.4814,1,Ligue Djiboutienne des Droits Humains,Other,"FRUD forces attacked government soldiers at Margoita camp, leaving soldiers with injuries and stealing armaments.",0,NA,1678830920
DJI215,2023-04-13,2023,1,Strategic developments,Strategic developments,Arrests,Police Forces of Djibouti (1999-),,State forces,Civilians (Djibouti),MRD: Movement for Democratic Renewal and Development,Civilians,State forces-Civilians,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,La Voix De Djibouti,National,"On 13 April 2023, Movement for Democratic Renewal and Development (MRD) opposition party coordinator in Europe was arrested while arriving to the airport in Djibouti (Djibouti, Djibouti) by Djiboutian Police Forces, who arrested him for a week. He was then expelled out of the country.",0,NA,1684862427
DJI216,2023-05-02,2023,2,Political violence,Riots,Mob violence,Rioters (Djibouti),,Rioters,Civilians (Djibouti),Oromo Ethnic Group (Djibouti),Civilians,Rioters-Civilians,Civilian targeting,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,Facebook,New media,"Around 2 May 2023 (as reported), rioters killed at least 4 ethnic Oromo immigrants and injured unknown number of people in Ariba, Umbuli, and Kartiya neighbourhoods (Djibouti city, Djibouti). The violence started following interpersonal fighting between two people.",4,crowd size=no report,1684862427
DJI217,2023-04-30,2023,1,Political violence,Riots,Mob violence,Rioters (Djibouti),,Rioters,Civilians (International),Migrants (International); Labor Group (International),Civilians,Rioters-Civilians,Civilian targeting,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,La Voix De Djibouti,National,"On 30 April 2023, rioters attacked migrants and vandalized their shops in Djibouti (Djibouti, Djibouti) following the expulsion of migrants (principally from Ethiopia) operated by Djibouti police and military Forces.",0,crowd size=no report,1684862427
DJI218,2023-04-30,2023,1,Strategic developments,Strategic developments,Other,Military Forces of Djibouti (1999-),Police Forces of Djibouti (1999-),State forces,Civilians (International),Migrants (International),Civilians,State forces-Civilians,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,La Voix De Djibouti,National,"Other: On 30 April 2023, police and military forces of Djibouti arrested thousands of migrants in Djibouti (Djibouti, Djibouti) following the looting of shops. They also escorted them back to the borders.",0,NA,1685381916
