event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
DJI46,2011-02-19,2011,1,Demonstrations,Protests,Peaceful protest,Protesters (Djibouti),,Protesters,,,,Protesters only,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Balbala,11.5619,43.1067,1,Africa Research Bulletin,Other,Anti-regime protests occur in suburban Djibouti City. No report of police intervention or violence.,0,NA,1567462122
DJI36,2010-03-21,2010,1,Demonstrations,Protests,Peaceful protest,Protesters (Djibouti),,Protesters,,,,Protesters only,,262,Eastern Africa,Djibouti,Tadjourah,Tadjourah,,Tadjourah,11.7853,42.8844,1,Indian Ocean Newsletter,International,Residents protest police shooting in their town,0,,1567462156
DJI37,2010-03-21,2010,1,Political violence,Violence against civilians,Attack,Police Forces of Djibouti (1999-),,State forces,Civilians (Djibouti),,Civilians,State forces-Civilians,Civilian targeting,262,Eastern Africa,Djibouti,Tadjourah,Tadjourah,,Tadjourah,11.7853,42.8844,1,Indian Ocean Newsletter,International,"Policeman opens fire on civilian vehicle, mistaking them for illegal aliens",0,,1567462156
DJI21,2006-02-06,2006,1,Demonstrations,Riots,Violent demonstration,Rioters (Djibouti),Students (Djibouti),Rioters,Police Forces of Djibouti (1999-),,State forces,State forces-Rioters,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,AFP,International,"About 1,500 students took to the streets of the capital for a protest against the publication of cartoons depicting the Prophet Mohammed in Denmark. The protest turned violent, prompting police to fire teargas to break up the riots. At least three people were injured, one seriously.",0,NA,1567465405
DJI35,2010-03-08,2010,1,Political violence,Explosions/Remote violence,Grenade,Unidentified Armed Group (Djibouti),,Political militia,Civilians (Djibouti),,Civilians,Political militia-Civilians,Civilian targeting,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,ADI,New media,Grenade attack aimed at civilians in Djibouti capital,0,NA,1571164539
DJI34,2010-03-04,2010,1,Political violence,Explosions/Remote violence,Grenade,Unidentified Armed Group (Djibouti),,Political militia,Civilians (Djibouti),,Civilians,Political militia-Civilians,Civilian targeting,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,ADI,New media,Grenade attack aimed at civilians in Djibouti capital,0,NA,1571164539
DJI121,2019-06-10,2019,2,Political violence,Violence against civilians,Attack,Military Forces of Djibouti (1999-),,State forces,Civilians (Djibouti),,Civilians,State forces-Civilians,Civilian targeting,262,Eastern Africa,Djibouti,Tadjourah,Tadjourah,,Tadjourah,11.7853,42.8844,1,AINA,International,"On June 10 (or around), in Tadjourah, military forces shot at civilians, killing three and injuring an unknown number.",3,NA,1571164540
DJI124,2019-09-16,2019,2,Political violence,Battles,Armed clash,Issa Clan Militia (Djibouti),,Identity militia,Afar Ethnic Militia (Djibouti),,Identity militia,Identity militia-Identity militia,,262,Eastern Africa,Djibouti,Dikhil,As Eyla,,As Eyla,11.0036,42.1025,1,Radio Boukao,New media,"On or around 16 September 2019, armed clashes were reported in As Eyla, Dikhil region between Afar and Issa groups. At least one person was injured.",0,NA,1571164634
DJI123,2019-09-03,2019,2,Political violence,Violence against civilians,Attack,Police Forces of Djibouti (1999-),,State forces,Civilians (Djibouti),Government of Djibouti (1999-),Civilians,State forces-Civilians,Civilian targeting,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,3,Radio Boukao,New media,"On or around 3 September 2019, several policemen attacked and beat the Chief of Service for the Port, inside his vehicle.",0,NA,1571164634
DJI126,2019-09-11,2019,1,Political violence,Violence against civilians,Attack,Police Forces of Djibouti (1999-),,State forces,Civilians (Djibouti),,Civilians,State forces-Civilians,Civilian targeting,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,2,Twitter,New media,"On 11 September 2019, Gadidche Ladieh Omar was tortured and murdered in detention at the Nagad Police Academy.",1,NA,1571164644
DJI125,2019-09-30,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Djibouti),Labor Group (Djibouti),Protesters,,,,Protesters only,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,Twitter,New media,"On 30 September 2019, young graduate unemployed held a peaceful protest in Djibouti against austerity, poverty and unemployment.",0,crowd size=no report,1571164645
DJI103,2015-12-21,2015,1,Political violence,Battles,Armed clash,Police Forces of Djibouti (1999-),Military Forces of Djibouti (1999-),State forces,Issa Yonis Moussa Sub-Clan Militia (Djibouti),USN: Union for National Salvation,Identity militia,State forces-Identity militia,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Balbala,11.5619,43.1067,1,RFI; Puntland Post; Deutsche Welle,International,"Up to 27 people were reportedly killed and 150 injured in clashes between police, troops and armed members of the Yonis Moussa community in Balbala. Numbers provided by the International federation for Human Rights (FIDH) and the opposition are three times higher than authorities. Authorities reported that opponents attacked them armed with knives, machetes and two Kalashnikov guns, while the opposition emphasised they were attending a banned religious gathering when security forces attacked them. 17 people were arrested following the clashes, including members of the opposition coalition Union for National Salvation (USN).",27,,1572403605
DJI81,2014-07-17,2014,1,Strategic developments,Strategic developments,Other,Government of Djibouti (1999-),Police Forces of Djibouti (1999-),State forces,Military Forces of Djibouti (1999-),,State forces,State forces-State forces,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,3,Al Wahdah,International,"Coup/Military takeover: An attempted coup is foiled, leading to several arrests in the military.",0,NA,1572403696
DJI91,2014-08-27,2014,1,Strategic developments,Strategic developments,Agreement,Government of Djibouti (1999-),,State forces,Civilians (Djibouti),USN: Union for National Salvation,Civilians,State forces-Civilians,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,Al-Wahda,International,Agreement: Government releases opposition MPs who were arrested in February.,0,NA,1572403696
DJI82,2014-08-02,2014,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Djibouti),,Political militia,Civilians (Djibouti),USN: Union for National Salvation,Civilians,Political militia-Civilians,Civilian targeting,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,Alwihda (Chad),International,Unidentified gunmen shoot at a prominent member of the opposition USN. He escapes unscathed.,0,,1572403696
DJI83,2014-08-08,2014,1,Political violence,Violence against civilians,Attack,Police Forces of Djibouti (1999-),,State forces,Civilians (Djibouti),Journalists (Djibouti),Civilians,State forces-Civilians,Civilian targeting,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Balbala,11.5619,43.1067,1,Alwihda (Chad),International,A reporter covering the protests in Balbala is arrested and severely beaten by the police.,0,,1572403696
DJI90,2014-08-26,2014,1,Political violence,Violence against civilians,Attack,Military Forces of Djibouti (1999-),,State forces,Civilians (Djibouti),,Civilians,State forces-Civilians,Civilian targeting,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,Radio Dalsan,International,"Djibouti Republican Guard has suddenly opened fire today at the Djibouti International Airport, injuring two people, including a senior officer.",0,,1572403772
DJI95,2015-06-08,2015,2,Political violence; Demonstrations,Protests,Excessive force against protesters,Protesters (Djibouti),USN: Union for National Salvation,Protesters,Police Forces of Djibouti (1999-),,State forces,State forces-Protesters,Civilian targeting,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,2,RFI,International,There were protests in Djibouti led by the opposition Union for National Salvation party against a third term bid for the head of state. Police shot one of the protesters and later on arrested around 20 people.,0,NA,1572403774
DJI73,2014-05-19,2014,1,Political violence,Violence against civilians,Attack,Police Forces of Djibouti (1999-),,State forces,Civilians (Djibouti),USN: Union for National Salvation,Civilians,State forces-Civilians,Civilian targeting,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,RFI,International,USN meeting was violently dispersed by police and the office was ransacked.,0,NA,1572403775
DJI67,2014-01-16,2014,1,Political violence,Violence against civilians,Attack,Police Forces of Djibouti (1999-),,State forces,Civilians (Djibouti),,Civilians,State forces-Civilians,Civilian targeting,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,RFI,International,53 opposition activists were arrested at the headquarters of the Union for National Salavation by the security services; some of those arrested were injured; they were released later that day,0,NA,1572403775
DJI94,2015-05-18,2015,3,Demonstrations,Protests,Peaceful protest,Protesters (Djibouti),,Protesters,,,,Protesters only,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,2,RFI,International,The regime in Djibouti organized protests in support of the head of states fourth term bid,0,NA,1572403775
DJI75,2014-05-24,2014,1,Political violence,Explosions/Remote violence,Suicide bomb,Al Shabaab,,Rebel group,Civilians (Djibouti),,Civilians,Rebel group-Civilians,Civilian targeting,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,Sabahi,International,Al-Shabaab on Tuesday (May 27th) claimed responsibility for a weekend suicide bombing at a restaurant in Djibouti popular with Westerners,3,,1572403776
DJI63,2013-06-02,2013,1,Political violence,Violence against civilians,Attack,Police Forces of Djibouti (1999-),,State forces,Civilians (Djibouti),USN: Union for National Salvation,Civilians,State forces-Civilians,Civilian targeting,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Balbala,11.5619,43.1067,1,Sabahi,International,"Djiboutian police stormed a house where members of the opposition Union for National Salvation (USN) were meeting in the Warabaley neighbourhood of Balbala on Sunday (June 2nd), arresting 13 people including USN President Ahmed Youssouf with the use of violence.",0,,1572403776
DJI131,2019-10-27,2019,1,Strategic developments,Strategic developments,Arrests,Police Forces of Djibouti (1999-),,State forces,Civilians (Djibouti),Journalists (Djibouti),Civilians,State forces-Civilians,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,International Federation for Human Rights,Other,"On 27 October 2019, in Djibouti journalist Osman Yonis Bogoreh was arrested for a secong time by the Djiboutian police after his release a day before.",0,NA,1572909431
DJI132,2019-10-31,2019,1,Strategic developments,Strategic developments,Arrests,Police Forces of Djibouti (1999-),,State forces,Civilians (Djibouti),,Civilians,State forces-Civilians,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,Radio Boukao,New media,"On 31 Octotber 2019, in Djibouti, opposition leader Kako Houmed Kako was arrested by the Djiboutian police and transferred to an unknown place.",0,NA,1572909431
DJI128,2019-11-01,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Djibouti),,Protesters,,,,Protesters only,,262,Eastern Africa,Djibouti,Obock,Obock,,Obock,11.9631,43.2906,1,RFI,International,"On 1 November 2019, a protest to denounce the arrest of Kako Houmed Kako was held in Obock.",0,crowd size=no report,1572909431
DJI129,2019-11-01,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Djibouti),,Protesters,,,,Protesters only,,262,Eastern Africa,Djibouti,Tadjourah,Randa,,Randa,11.8469,42.6606,1,RFI,International,"On 1 November 2019, a protest to denounce the arrest of Kako Houmed Kako was held in Randa.",0,crowd size=no report,1572909431
DJI130,2019-11-01,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Djibouti),,Protesters,,,,Protesters only,,262,Eastern Africa,Djibouti,Tadjourah,Tadjourah,,Tadjourah,11.7853,42.8844,1,RFI,International,"On 1 November 2019, a protest to denounce the arrest of Kako Houmed Kako was held in Tadjourah.",0,crowd size=no report,1572909431
DJI134,2019-11-03,2019,1,Strategic developments,Strategic developments,Arrests,Police Forces of Djibouti (1999-),,State forces,Civilians (Djibouti),,Civilians,State forces-Civilians,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,International Federation for Human Rights,Other,"On 3 Novembre 2019, in Djibouti, opposition leader Kako Houmed Kako was placed in provisory detention by the tribunal of Djibouti. The motives behind his inculpation remain unknown.",0,NA,1573519207
DJI58,2013-02-26,2013,1,Demonstrations,Riots,Violent demonstration,Rioters (Djibouti),,Rioters,Police Forces of Djibouti (1999-),,State forces,State forces-Rioters,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Balbala,11.5619,43.1067,1,Local Source,International,"According to this interpretation, police used tear gas on several occasions to disperse demonstrators. One of the areas of highest tension, the spokesman said, is southwest of Balbala. Monitoring groups estimate that 6 people died in the clashes on 25th and 26th.",3,,1574110449
DJI20,2005-08-02,2005,1,Demonstrations,Protests,Peaceful protest,Protesters (Djibouti),,Protesters,,,,Protesters only,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,Local Source,International,Political opposition stages protest during presidential elections,0,,1574110453
DJI15,2003-05-01,2003,1,Demonstrations,Protests,Peaceful protest,Protesters (Djibouti),,Protesters,,,,Protesters only,,262,Eastern Africa,Djibouti,Tadjourah,Randa,,Ribta,11.8136,42.7114,1,Local Source,International,Residents gather to protest killing of Djibouti national by expatriate.,0,,1574110454
DJI106,2016-05-14,2016,1,Political violence,Violence against civilians,Attack,Military Forces of Djibouti (1999-) Gendarmerie,,State forces,Civilians (Djibouti),,Civilians,State forces-Civilians,Civilian targeting,262,Eastern Africa,Djibouti,Ali Sabieh,Ali Sabieh,,Ali Sabieh,11.1558,42.7125,1,Ligue Djiboutienne des Droits Humains,Other,Agents of the Gendarmerie in Ali Sabieh allegedly arrested and beat a civilian without charge.,0,NA,1574121964
DJI27,2008-06-18,2008,1,Political violence,Battles,Armed clash,Military Forces of Djibouti (1999-),,State forces,Military Forces of Eritrea (1993-),,External/Other forces,State forces-External/Other forces,,262,Eastern Africa,Djibouti,Ali Sabieh,Ali Sabieh,,Lake Abbe,11.1906,42.7892,2,Reuters,International,No deaths reported,0,NA,1574121966
DJI116,2018-08-07,2018,1,Strategic developments,Strategic developments,Agreement,Government of Djibouti (1999-),,State forces,Government of Eritrea (1993-),,External/Other forces,State forces-External/Other forces,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,ESAT,International,Agreement: 07 September. Eritrea and Djibouti have signed a peace deal in Djibouti after years of stand off over border conflicts.,0,NA,1575999996
DJI109,2016-11-03,2016,1,Political violence; Demonstrations,Protests,Excessive force against protesters,Police Forces of Djibouti (1999-),,State forces,Protesters (Ethiopia),Refugees/IDPs (Ethiopia); Oromo Ethnic Group (Ethiopia),Protesters,State forces-Protesters,Civilian targeting,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,3,Oromiya Media Network,International,Police reportedly shot and wounded three Oromo refugees in Djibouti as the refugees were protesting having to pay bribes to police in order to register with UNHCR.,0,NA,1575999997
DJI135,2019-11-14,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Djibouti),,Protesters,,,,Protesters only,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,Radio Boukao,New media,"On 14 November 2019, in Djibouti, residents of Arhiba organized a sit-in to denounce the two weeks detention of activist Kako Homad Kako by the Djiboutian police.",0,crowd size=no report,1576855238
DJI1,1997-09-01,1997,1,Political violence,Battles,Armed clash,Military Forces of Djibouti (1977-1999),,State forces,Unidentified Armed Group (Djibouti),,Political militia,State forces-Political militia,,262,Eastern Africa,Djibouti,Obock,Obock,,Dalha Zone,12.1861,42.89,2,Reuters,International,"Armed group ambushes military, killing 11",0,NA,1618528146
DJI8,1999-04-27,1999,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Djibouti (1977-1999),,State forces,Unidentified Armed Group (Djibouti),,Political militia,State forces-Political militia,,262,Eastern Africa,Djibouti,Obock,Obock,,Medeho,11.9731,43.0261,1,Reuters,International,Landmine explosion kills four soldiers in north of country,4,NA,1618528147
DJI136,2020-03-04,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Djibouti),,Protesters,,,,Protesters only,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,Radio Boukao; ARD Djibouti,New media-National,"On 4 March 2020, residents of PK12 neighbourhood held a protest march in Djibouti, demanding the release of Dilleyta Tourab.",0,crowd size=no report,1583789986
DJI143,2020-06-04,2020,1,Demonstrations,Protests,Protest with intervention,Protesters (Djibouti),,Protesters,Police Forces of Djibouti (1999-),,State forces,State forces-Protesters,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,AFP,International,"On 4 June 2020, the Djiboutian police violently dispersed the protest of hundreds of people gathered in Djibouti (Djibouti) who were denouncing the arrest of the former Djiboutian air force pilot Fouad Ali Youssef and his conditions of detention.",0,crowd size=hundreds,1753970414
DJI148,2020-06-08,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Djibouti),,Protesters,,,,Protesters only,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Balbala,11.5619,43.1067,1,AFP,International,"On 8 June 2020, citizens held a protest march in Balbala (Djibouti, Belbala), denouncing the arrest of the former Djiboutian air force pilot Fouad Ali Youssef and his conditions of detention.",0,crowd size=no report,1592852504
DJI139,2020-03-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Djibouti),ARD: Republican Alliance for Democracy,Protesters,,,,Protesters only,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Balbala,11.5619,43.1067,1,ARD Djibouti,National,"On 20 March 2020, the Republican Alliance for Democracy held a protest sit-in in Balbala (Djibouti), demanding the release of the political activist Hassan Mohamed Hassan arrested by the police.",0,crowd size=no report,1592852504
DJI137,2020-03-13,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Djibouti),ARD: Republican Alliance for Democracy,Protesters,,,,Protesters only,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,ARD Djibouti,National,"On 13 March 2020, the Republican Alliance for Democracy held a protest sit-in in Quartier 13 in Djibouti (Djibouti), demanding the release of the political activist Hassan Mohamed Hassan arrested by the police.",0,crowd size=no report,1592852504
DJI138,2020-03-16,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Djibouti),ARD: Republican Alliance for Democracy,Protesters,,,,Protesters only,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,ARD Djibouti,National,"On 16 March 2020, the Republican Alliance for Democracy held a protest sit-in in Djibouti (Djibouti), demanding the release of the political activist Hassan Mohamed Hassan arrested by the police.",0,crowd size=no report,1592852504
DJI141,2020-04-27,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Djibouti),,Protesters,,,,Protesters only,,262,Eastern Africa,Djibouti,Obock,Obock,,Obock,11.9631,43.2906,1,Radio Boukao,New media,"On 27 April 2020, citizens held a protest march in Obock (Obock), demanding the release of people arrested for their links with the opposition media Radio Boukao.",0,crowd size=no report,1592852505
DJI142,2020-05-29,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Djibouti),,Protesters,,,,Protesters only,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,Radio Boukao,New media,"On 29 May 2020, citizens held a protest march in Djibouti (Djibouti), denouncing the arrest of the former Djiboutian airforce pilot Fouad Ali Youssef and his conditions of detention.",0,crowd size=no report,1592852505
DJI146,2020-06-05,2020,2,Strategic developments,Strategic developments,Arrests,Police Forces of Djibouti (1999-),,State forces,Civilians (Djibouti),Journalists (Djibouti),Civilians,State forces-Civilians,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,3,Reuters,International,"Around 5 June 2020, around 200 people were arrested by the Djiboutian police across Djibouti who were denouncing the detention and mistreatment of Fouad Ali Youssef, an air force pilot who was arrested in Addis Abeba and extradited to Djibouti security forces. At least one journalist was arrested while covering the case.",0,NA,1592852505
DJI153,2020-06-22,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Djibouti),,Protesters,,,,Protesters only,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,Radio Boukao,New media,"On 22 June 2020, residents held a protest march in Djibouti (Djibouti), denouncing the arrest of the former Djiboutian air force pilot Fouad Ali Youssef as well as the kidnapping and arrest of Deka Isse Douhour.",0,crowd size=no report,1593456871
DJI151,2020-06-15,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Djibouti),,Protesters,,,,Protesters only,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Balbala,11.5619,43.1067,1,Radio Boukao,New media,"On 15 June 2020, residents of Balbala neighborhood held a protest march in Djibouti (Djibouti), denouncing the arrest of the former Djiboutian air force pilot Fouad Ali Youssef as well as the kidnapping and arrest of Deka Isse Douhour.",0,crowd size=no report,1594063522
DJI152,2020-06-19,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Djibouti),,Protesters,,,,Protesters only,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Balbala,11.5619,43.1067,1,Radio Boukao,New media,"On 19 June 2020, residents of Balbala neighbourhood held a protest march in Djibouti (Djibouti), denouncing the arrest of the former Djiboutian air force pilot Fouad Ali Youssef as well as the kidnapping and arrest of Deka Isse Douhour.",0,crowd size=no report,1594063522
DJI155,2020-06-12,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Djibouti),,Protesters,,,,Protesters only,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Balbala,11.5619,43.1067,1,Radio Boukao,New media,"On 12 June 2020, residents held a protest march in PK12 neighbourhood in Balbala (Djibouti), denouncing the arrest of the former Djiboutian air force pilot Fouad Ali Youssef.",0,crowd size=no report,1594063539
DJI157,2020-07-03,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Djibouti),,Protesters,,,,Protesters only,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,Radio Boukao,New media,"On 3 July 2020, residents held a protest march in Q4 neighbourhood in Djibouti (Djibouti), denouncing the arrest of the former Djiboutian air force pilot Fouad Ali Youssef.",0,crowd size=no report,1594063539
DJI156,2020-06-28,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Djibouti),,Protesters,,,,Protesters only,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Balbala,11.5619,43.1067,1,Radio Boukao,New media,"On 28 June 2020, residents held a protest march in Balbala (Djibouti), denouncing the arrest of the former Djiboutian air force pilot Fouad Ali Youssef as well as the kidnapping and arrest of Deka Isse Douhour.",0,crowd size=no report,1594063539
DJI158,2020-07-05,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Djibouti),,Protesters,,,,Protesters only,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,Radio Boukao,New media,"On 5 July 2020, residents held a protest march against the rule of president Ismail Omar Guelleh in neighbourhood Q6 in Djibouti (Djibouti).",0,crowd size=no report,1594671475
DJI159,2020-07-06,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Djibouti),,Protesters,,,,Protesters only,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Balbala,11.5619,43.1067,1,Radio Boukao,New media,"On 6 July 2020, residents held a protest march against the rule of president Ismail Omar Guelleh in Balbala (Djibouti).",0,crowd size=no report,1594671475
DJI160,2020-07-21,2020,2,Demonstrations,Protests,Protest with intervention,Protesters (Djibouti),,Protesters,Police Forces of Djibouti (1999-),,State forces,State forces-Protesters,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Balbala,11.5619,43.1067,1,Radio Boukao,New media,"Around 21 July 2020, the Djiboutian police intervened to disperse a demonstration of citizens in front of the house of the lieutenant Fouad Ali Youssef in PK12 area in Balbala (Djibouti). Demonstrators were waiting for his release and showing their anger. Many of the participants were arrested during the gathering.",0,crowd size=at least many,1753970414
DJI154,2020-06-26,2020,1,Political violence; Demonstrations,Protests,Excessive force against protesters,Protesters (Djibouti),,Protesters,Police Forces of Djibouti (1999-),Issa Mamasan-Bah Furlaba Sub-Clan Militia (Djibouti),State forces,State forces-Protesters,Civilian targeting,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Balbala,11.5619,43.1067,1,HCH24,National,"On 26 June 2020, the Djiboutian Police supported by Bah Fourlaba Mamasan Clan militiamen opened fire and wounded a protester in Pk12 area in Balbala (Djibouti), during a demonstration denouncing the arrest of the former Djiboutian air force pilot Fouad Ali Youssef.",0,crowd size=no report,1754409724
DJI167,2020-07-27,2020,2,Demonstrations,Protests,Peaceful protest,Protesters (Djibouti),,Protesters,,,,Protesters only,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,Djibouti 24 News,New media,"Around 27 July 2020 (as reported), citizens held a protest march in Djibouti (Djibouti), demanding the release of the former Djiboutian air force pilot Fouad Ali Youssef and other political prisoners.",0,crowd size=no report,1596481840
DJI166,2020-07-10,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Djibouti),,Protesters,,,,Protesters only,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,Djibouti 24 News,New media,"On 10 July 2020, citizens held a protest sit-in in Djibouti (Djibouti), demanding the release of the former Djiboutian air force pilot Fouad Ali Youssef and other political prisoners.",0,crowd size=no report,1596481840
DJI162,2020-03-29,2020,1,Demonstrations,Riots,Violent demonstration,Rioters (Djibouti),,Rioters,Police Forces of Djibouti (1999-),,State forces,State forces-Rioters,,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Balbala,11.5619,43.1067,1,HCH24,National,"On 29 March 2020, the Djiboutian police clashed with young rioters in Balbala (Djibouti) who were demanding bread.",0,crowd size=no report,1596481841
DJI165,2020-06-07,2020,1,Political violence,Violence against civilians,Attack,Issa Mamasan-Bah Furlaba Sub-Clan Militia (Djibouti),,Identity militia,Civilians (Djibouti),,Civilians,Identity militia-Civilians,Civilian targeting,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,1,HCH24,National,"On 7 June 2020, a group of Bah Fourlaba Mamasan Clan militiamen attacked the house of the former Djiboutian air force pilot Fouad Ali Youssef, destroying it and beating his children.",0,NA,1596481841
DJI161,2019-12-20,2019,1,Political violence,Riots,Mob violence,Rioters (Djibouti),Afar Ethnic Group (Djibouti); Vigilante Group (Djibouti),Rioters,Rioters (China),Labor Group (China),Rioters,Rioters-Rioters,,262,Eastern Africa,Djibouti,Tadjourah,Tadjourah,,Tadjourah,11.7853,42.8844,3,HCH24,National,"On 20 December 2019, residents of a locality in Lac Assal from the Afar ethnic group clashed with Chinese workers at a salt factory in Lac Assa area situated in Tadjourah region, accusing them of having sexually assaulted girls of their village. Several injuries were reported on both sides.",0,crowd size=at least several,1596481841
DJI169,2020-08-16,2020,2,Demonstrations,Riots,Violent demonstration,Rioters (Djibouti),,Rioters,,,,Rioters only,,262,Eastern Africa,Djibouti,Obock,Obock,,Obock,11.9631,43.2906,1,Radio Boukao,New media,"Around 16 August 2020 (as reported), dozens of citizens held a demonstration and burned tires in Obock (Obock) to denounce illegal fishing practiced by Chinese travelers.",0,crowd size=dozens,1599525369
DJI98,2015-10-23,2015,1,Political violence,Violence against civilians,Attack,Police Forces of Djibouti (1999-),,State forces,Civilians (Djibouti),,Civilians,State forces-Civilians,Civilian targeting,262,Eastern Africa,Djibouti,Djibouti,Djibouti,,Djibouti,11.595,43.1481,3,RFI; AFP,International,"Seven people have been arrested over suspected links to the rebel Front for the Restoration of Unity and Democracy (FRUD). In total, 15 people have been put behind bars for their alleged link to FRUD. they have allegedly been systematically tortured since their arrest",0,NA,1600121115
